id,Title,Artists_All,language,polarity,subjectivity,Stage_Label
4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,en,0.10999180999181,0.5639639639639642,Pre-pandemic
69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,en,-0.2625624632569077,0.6400536449147561,Pre-pandemic
0B8B8cVRFIG1yznoQe7c9s,Setting Fires,"The Chainsmokers, XYLØ",en,0.3747474747474746,0.5434343434343433,Pre-pandemic
6F609ICg9Spjrw1epsAnpa,Controlla,Drake,en,0.12300556586270874,0.31835188620902904,Pre-pandemic
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,en,0.05569985569985571,0.5031746031746032,Pre-pandemic
1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,Coldplay,en,-0.002289562289562286,0.6275420875420873,Pre-pandemic
2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,en,0.14513281503077424,0.5994493035309363,Pre-pandemic
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,en,-0.15555555555555556,0.2888888888888889,Pre-pandemic
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,en,0.05555555555555555,0.5388888888888889,Pre-pandemic
6fwdbPMwP1zVStm8FybmkO,X (feat. Future),"21 Savage, Metro Boomin",en,-0.0074644403215831795,0.3954359925788497,Pre-pandemic
5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,en,-0.07635014162791941,0.583098177542622,Pre-pandemic
1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,en,-0.005582417582417583,0.314879120879119,Pre-pandemic
2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,DNCE,en,-0.10685249709639952,0.5976190476190475,Pre-pandemic
0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,en,0.08448865948865951,0.42757335257335255,Pre-pandemic
1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,en,-0.08680555555555555,0.538888888888889,Pre-pandemic
6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,en,0.1219298245614035,0.5938596491228071,Pre-pandemic
0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,en,0.1501528442317916,0.5407263423710793,Pre-pandemic
4b4KcovePX8Ke2cLIQTLM0,All Night,"The Vamps, Matoma",en,0.08534391534391532,0.4416402116402117,Pre-pandemic
7yHEDfrJNd0zWOfXwydNH0,Into You,Ariana Grande,en,-0.05496351766513057,0.502227342549923,Pre-pandemic
08WPvDEsHvTFuB9w8tC2OS,Now and Later,Sage The Gemini,en,0.12039897039897038,0.34021879021879026,Pre-pandemic
4ckuS4Nj4FZ7i3Def3Br8W,Sneakin',"Drake, 21 Savage",en,0.006691297208538583,0.5434729064039409,Pre-pandemic
7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,en,0.05111111111111113,0.43611111111111095,Pre-pandemic
2XMTqoHHSH0lvuXrvIEdco,Capsize,"FRENSHIP, Emily Warren",en,0.19564860426929392,0.45053366174055826,Pre-pandemic
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,en,0.14249084249084248,0.4514652014652014,Pre-pandemic
6Z6quH5WcwOkmgGPGrGUPL,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,en,0.19079861111111107,0.47395833333333326,Pre-pandemic
4h90qkbnW1Qq6pBhoPvwko,Sidewalks,"The Weeknd, Kendrick Lamar",en,0.10275226757369615,0.49108276643990934,Pre-pandemic
6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,en,0.6030462184873953,0.7807072829131652,Pre-pandemic
4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,en,0.19308712121212118,0.5125473484848486,Pre-pandemic
1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",en,0.059478021978022,0.609478021978022,Pre-pandemic
1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,en,0.173,0.4495,Pre-pandemic
4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,en,0.2705357142857142,0.5371598639455781,Pre-pandemic
4gmmRb6bZJffOOiww1JGTO,No Heart,"21 Savage, Metro Boomin",en,-0.060532407407407396,0.46076388888888914,Pre-pandemic
04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,Hearts & Colors,en,-0.06944444444444445,0.30486111111111114,Pre-pandemic
5bZtRlMBU76vHuDOb1GM5u,Perfect Strangers,"Jos Blue, JP Cooper",en,0.03448048351648353,0.4847397708957709,Pre-pandemic
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,en,0.27392113095238096,0.5409226190476191,Pre-pandemic
4OZEu0Vwq0RB2LAq14v99n,Middle,"DJ Snake, Bipolar Sunshine",en,-0.06339225589225589,0.25162457912457914,Pre-pandemic
4mU5iXHeLgbR94siF7p1sY,Six Feet Under,The Weeknd,en,-0.0274587985114301,0.4690058479532163,Pre-pandemic
1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,en,0.11089285714285717,0.5273214285714285,Pre-pandemic
4qqArAiTPueDxIp7cf87h7,Fil Song,MØ,en,-0.09136054421768705,0.5480498866213153,Pre-pandemic
3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,en,-0.0031385281385281475,0.4953463203463203,Pre-pandemic
6OZh916QF8XNunWaP97WEZ,Fast Car,"Jos Blue, Dakota",en,0.01355721393034825,0.35659203980099535,Pre-pandemic
3E2Zh20GDCR9B1EYjfXWyv,Weak,AJR,en,-0.16770833333333326,0.6854166666666668,Pre-pandemic
0qvzXomUDJVaUboy2wMfiS,This Town,Niall Horan,en,0.010736677115987463,0.45676593521421116,Pre-pandemic
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I","G-Eazy, Bebe Rexha",en,0.06724867724867725,0.7010582010582009,Pre-pandemic
2HzfRSfCogBSsgW2CckVA2,Lot to Learn,Luke Christopher,en,-0.1482142857142858,0.7059523809523812,Pre-pandemic
7JYsArznYOjX2jsrT3UEnL,OOOUUU,Young M.A,en,-0.10039682539682541,0.621031746031746,Pre-pandemic
02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,en,0.1903799903799904,0.6608345358345359,Pre-pandemic
7FB8l7UA1HKqnuSLjP9qDc,Caroline,Aminé,en,-0.12140899122807014,0.6487390350877188,Pre-pandemic
5DA77EqppDmCTWGovd4oTP,Sex,"Cheat Codes, Kris Kross Amsterdam",en,-0.004761904761904724,0.68015873015873,Pre-pandemic
0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,en,0.008370610870610858,0.5596127946127947,Pre-pandemic
2MHCiOohBZEQuLgDTPvSzF,Love on Me,"Galantis, Hook N Sling",en,0.17222222222222225,0.44444444444444436,Pre-pandemic
2ANLarE8yHVsLWW21nj79M,You Was Right,Lil Uzi Vert,en,0.03724489795918364,0.4526417233560093,Pre-pandemic
2Ae5awwKvQpTBKQHr1TYCg,Dynamite (feat. Pretty Sister),Nause,en,0.124,0.5040000000000002,Pre-pandemic
20dP2DaMHIAmwWAbp7peSr,pick up the phone,"Young Thug, Travis Scott",en,0.004182330827067655,0.5387218045112782,Pre-pandemic
4sPmO7WMQUAf45kwMOtONw,Hello,Adele,en,-0.14109195402298852,0.48879310344827587,Pre-pandemic
1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,en,0.13751228269085405,0.6370058578987151,Pre-pandemic
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,en,0.02838898281205973,0.5222238658777121,Pre-pandemic
0utlOiJy2weVl9WTkcEWHy,Neighbors,J. Cole,en,0.07058159722222224,0.4110466269841269,Pre-pandemic
2aksifNn5ph8igDOkPBA02,Love On The Brain,Rihanna,en,0.3467543859649122,0.6857017543859649,Pre-pandemic
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,en,0.0530222490687607,0.33447397563676634,Pre-pandemic
0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,en,0.10887605042016808,0.5094129318394025,Pre-pandemic
12REd1n8PeiHHWOh066tpr,Never Be Like You,"Flume, kai",en,-0.034313725490196095,0.5524509803921569,Pre-pandemic
7zTx8ePYAmPFQuxP3xlXZn,Light,San Holo,en,0.21929824561403524,0.6959064327485381,Pre-pandemic
1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,en,-0.06428571428571428,0.3785714285714286,Pre-pandemic
3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,en,-0.02911799940101827,0.5694144953578916,Pre-pandemic
1yNyoWWWikbLhwIGWjZuDW,All Night,"The Vamps, Matoma",en,0.08534391534391532,0.4416402116402117,Pre-pandemic
43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,en,0.12039897039897038,0.34021879021879026,Pre-pandemic
3cFsmM51N5zMAuu1nNY4Tw,No Lie,"Sean Paul, Dua Lipa",en,0.08763440860215053,0.39462365591397847,Pre-pandemic
2s76aKBWKShlwPC4xTtEEE,Wake Up Where You Are,State of Sound,en,0.22663232323232324,0.5681555555555556,Pre-pandemic
37F0uwRSrdzkBiuj0D5UHI,Reminder,The Weeknd,en,0.046409245516388364,0.4345280711352141,Pre-pandemic
5GFDrUTLGJix84sNhjCG0g,Caroline,Aminé,en,-0.12140899122807014,0.6487390350877188,Pre-pandemic
7of1slAJIWrXxP8ikAHxje,Miss You,James Hersey,en,0.1605113636363636,0.546875,Pre-pandemic
6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,en,0.1181841306841307,0.5428312428312427,Pre-pandemic
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,"Jos Blue, JP Cooper",en,0.03448048351648353,0.4847397708957709,Pre-pandemic
27GmP9AWRs744SzKcpJsTZ,Jumpman,"Drake, Future",en,0.01745454545454545,0.523,Pre-pandemic
2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,en,-0.02144582470669427,0.5922015182884749,Pre-pandemic
0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),"Dante Klein, Cheat Codes",en,-0.1844155844155844,0.6837662337662338,Pre-pandemic
6AGON2BGdPmPMJGiiNuuwl,Immortal,J. Cole,en,0.034422348484848486,0.44385416666666694,Pre-pandemic
3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,en,-0.1482142857142858,0.7059523809523812,Pre-pandemic
0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,en,-0.09351851851851851,0.4296296296296296,Pre-pandemic
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,en,0.33478260869565213,0.5782608695652174,Pre-pandemic
26hcyzSE154xMZCbFdtInA,Taped up Heart (feat. Clara Mae),KREAM,en,0.015217391304347827,0.6695652173913045,Pre-pandemic
36YCdzT57us0LhDmCYtrNE,Rockin',The Weeknd,en,0.09375000000000001,0.328125,Pre-pandemic
0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,en,-0.021296296296296306,0.6820105820105822,Pre-pandemic
5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,en,0.22500000000000006,0.512878787878788,Pre-pandemic
13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,en,0.04714285714285714,0.687142857142857,Pre-pandemic
25khomWgBVamSdKw7hzm3l,The Hills,The Weeknd,en,-0.059217171717171696,0.6126984126984127,Pre-pandemic
1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,en,0.3608333333333333,0.6441666666666668,Pre-pandemic
042x9bsUBWW2fJgJ6fUh61,Not Going Home (feat. Gia Koka),"DVBBS, CMC$",en,0.2596296296296296,0.7092592592592591,Pre-pandemic
6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,en,0.37894736842105264,0.6000000000000002,Pre-pandemic
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,en,0.04841269841269843,0.5075396825396824,Pre-pandemic
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,en,0.31235177865612657,0.5002305665349145,Pre-pandemic
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,en,0.04494415049970605,0.3027630805408584,Pre-pandemic
5dKyZWlgjWw1oJgLa4GCZD,Cool Girl,Tove Lo,en,0.13333333333333328,0.7150883838383835,Pre-pandemic
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,en,0.165625,0.43124999999999997,Pre-pandemic
2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,en,0.12299498746867166,0.6097117794486216,Pre-pandemic
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,en,-0.011453823953823957,0.4650613275613274,Pre-pandemic
1AkTW13ysu0AJrwuM6UY0I,Gyal You A Party Animal - Remix,"Charly Black, Daddy Yankee",en,0.2861263736263736,0.6807692307692309,Pre-pandemic
4QdovcM8j50QPlyR7tH4xe,You & Me,"Marc E. Bassy, G-Eazy",en,-0.07427500814597589,0.45695666340827634,Pre-pandemic
5hTpBe8h35rJ67eAWHQsJx,Caroline,Aminé,en,-0.12140899122807014,0.6487390350877188,Pre-pandemic
0OwX5aROoW1Iip8FV51Efg,Alarm,Anne-Marie,en,-0.03333333333333334,0.30654761904761907,Pre-pandemic
6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,The Weeknd,en,0.28936170212765955,0.610638297872341,Pre-pandemic
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,"Skehips, MØ",en,0.21611498257839717,0.6429442508710804,Pre-pandemic
50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,en,0.23780864197530865,0.5847222222222221,Pre-pandemic
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,en,0.01717592592592593,0.5481018518518517,Pre-pandemic
4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,"David Guetta, Cedric Gervais, Chris Willis",en,0.030607646663681144,0.4570458277354833,Pre-pandemic
4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Flume,en,0.09975949975949976,0.42282347282347293,Pre-pandemic
1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,en,0.05437171989803568,0.5471599940020991,Pre-pandemic
0L87MffumRNWrY2SNUFcvs,Cocoon,Milky Chance,en,-0.14270833333333333,0.38020833333333337,Pre-pandemic
6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah Firebrace,en,-0.06324404761904762,0.434672619047619,Pre-pandemic
3DX4Y0egvc0slLcLl31h2p,Secrets,The Weeknd,en,0.26153846153846155,0.5615384615384615,Pre-pandemic
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,en,0.042030423280423265,0.5948082010582012,Pre-pandemic
728zbo72kOoYdGR3AhNsyF,Say Something Loving,The xx,en,0.31607142857142856,0.8017857142857142,Pre-pandemic
1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,en,0.013616402116402132,0.4691812169312169,Pre-pandemic
6i759FCuKx713ZnYjtpQGU,True Colors,The Weeknd,en,0.23680830039525683,0.5848320158102763,Pre-pandemic
7ynCQo1KpBOyTdTdAnjSLZ,Move Your Body - Single Mix,Sia,en,0.2416666666666667,0.7916666666666666,Pre-pandemic
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,en,0.2554421768707483,0.45816326530612245,Pre-pandemic
2q6tgiA9tpb6DMguABwCWE,All of Me,John Legend,en,0.2932539682539682,0.7266218081435474,Pre-pandemic
5b88tNINg4Q4nrRbrCXUmg,"Happy - From ""Despicable Me 2""",Pharrell Williams,en,0.17193171030792725,0.570587356547022,Pre-pandemic
6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,"Flo Rida, 99 Percent",en,-0.0007636689968845553,0.4952159530693102,Pre-pandemic
6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,Ed Sheeran,en,0.3873263888888889,0.5340277777777777,Pre-pandemic
6gTJaPuj8DT8RjuDJyBgzP,Don't,Ed Sheeran,en,0.04210758377425044,0.5194995590828924,Pre-pandemic
5v9N8Rx3QsFvr50cxyQcA3,Love$ick,"Mura Masa, A$AP Rocky",en,0.0,0.0,Pre-pandemic
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,en,0.13761214630779847,0.46901311249137334,Pre-pandemic
0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,en,0.41995192307692303,0.5831730769230774,Pre-pandemic
0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,en,0.01265765765765765,0.3673873873873874,Pre-pandemic
6A8dnC0xkiuWN4BshmTB2I,Oceans Away,A R I Z O N A,en,-0.06455555555555556,0.33038888888888895,Pre-pandemic
33B2QbtAj8mbDpwvGTOnBt,Dangerous,The xx,en,-0.322962962962963,0.6385185185185186,Pre-pandemic
00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",en,0.13990418894830664,0.48638443256090325,Pre-pandemic
5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,en,-0.046363636363636364,0.5504545454545454,Pre-pandemic
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,en,0.03613605442176869,0.579374149659864,Pre-pandemic
1uoL9GX45dTnmrWQ7Ii1Ft,Not Afraid Anymore,Halsey,en,0.2064625850340136,0.7336734693877554,Pre-pandemic
4hiUYb2nb6NlfTP9CD38Pe,On My Way,"Tiësto, Bright Sparks",en,0.13812499999999997,0.505,Pre-pandemic
044qU7kwVZaDwzWnRsmVVL,I Dare You,The xx,en,0.17022222222222225,0.5342222222222224,Pre-pandemic
6yr8GiTHWvFfi4o6Q5ebdT,'Till I Collapse,"Eminem, Nate Dogg",en,-0.039589371980676316,0.42589026915113865,Pre-pandemic
1onfcprzpSGh2LqrBh17AA,Lips,The xx,en,0.17215686274509806,0.44549019607843127,Pre-pandemic
661bbtA19xopO3lH0J4Qvr,A Violent Noise,The xx,en,-0.15176470588235294,0.7605882352941177,Pre-pandemic
2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,en,0.05178571428571428,0.6682208994708992,Pre-pandemic
4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Luis Fonsi,en,0.07574074074074075,0.5634259259259259,Pre-pandemic
7KOlJ92bu51cltsD9KU5I7,T-Shirt,Migos,en,0.12665909090909092,0.37290530303030306,Pre-pandemic
0WCEaydwN65cvwaW8aqptF,History,Olivia Holt,en,0.42483321831147924,0.5282148608235568,Pre-pandemic
3SGWp9fJCzgK0WcpcKSQdy,Romantic - NOTD Remix,Stanaj,en,0.17941176470588235,0.5676470588235294,Pre-pandemic
1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,en,-0.07728632478632476,0.6324145299145297,Pre-pandemic
1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,en,-0.02418831168831169,0.5712662337662339,Pre-pandemic
1crSsvtU9wZB15dIQXV2QH,Moving On and Getting Over,John Mayer,en,0.1602020202020202,0.49345117845117853,Pre-pandemic
05Z7jet4VDNVgNQWcYHnrk,Party (feat. Usher & Gucci Mane),Chris Brown,en,-0.16120689655172415,0.5873563218390804,Pre-pandemic
6eIygPhGcBFKKcxlGTJlY0,Changing,John Mayer,en,0.07222222222222223,0.40555555555555556,Pre-pandemic
0oiCeOPwm4zhwfyIpAE37y,Love on the Weekend,John Mayer,en,0.2337418300653595,0.6116013071895428,Pre-pandemic
34i4yxPrHWquuR4kjiivFO,Somebody Else,VÉRITÉ,en,-0.20227272727272727,0.7,Pre-pandemic
4WfjYOo0JxommRm1PyObJl,High For Hours,J. Cole,en,-0.028647779787020308,0.5016812336749045,Pre-pandemic
